customer,overageMax,overageMin,revenueTotal,overage,recchrge,revenue,revenueChange,custcareTotal,mouTotal,custcare,custcareLast,directas,directasLast,dropvce,dropvceLast,mou,mouChange,outcalls,peakOffPeak,peakOffPeakLast,roam,occupation,regionType,marry,children,income,credit,creditCard,churn
1061926,2.9868692337,2.9868692337,13.05,2.9868692337,10,13.05,0.3036963037,0,50.998595326,0,0,0,0,2,2,50.998595326,-0.313704919,42,0.75,0.75,0,,,no,false,2,b,true,true
1061929,0,0,60.56,0,10,10.093333333,-0.220689655,0,17.511062597,0,0,0,0,1,1,2.9185104329,-0.937872073,2,1,1,0,,,no,false,4,a,true,true
1061952,79.347535617,65.297100533,327.82,71.248899734,39.99,54.636666667,4.5368731563,0,2270.4667363,0,0,0,0,7.1666666667,7,378.41112272,114.67215968,172.5,0.7602040816,0.7578947368,0,,,unknown,false,0,c,false,false
1061955,0,0,179.96,0,44.99,44.99,-0.201030012,0,2647.1702517,0,0,0.5,1,13.25,14,661.79256293,0.7694544696,208.5,0.6613545817,0.6585365854,0,,,unknown,false,6,b,true,false
1061984,31.505123527,29.332674851,268.53,30.013676278,59.99,67.1325,0.5454545455,0,3814.4400502,0,0,0,0,17,16,953.61001256,0.6196308271,565.25,0.6336705202,0.6325459318,1,,suburban,yes,true,6,a,true,false
1061989,0,0,419.94,0,69.99,69.99,0.0066158493,0,1432.3641161,0,0,2,2,1.8333333333,1,238.72735269,-0.790106892,60.5,11.1,10.2,2,,town,unknown,false,0,b,true,true
1062007,173.01125458,162.89995745,356.31,167.95560601,113.06,178.155,1.4666380912,40,6134.229613,20,40,1,1,43.5,39,3067.1148065,12.383246042,996.5,1.6018276762,1.6032608696,5.5,,town,no,false,4,a,true,false
1062027,0,0,138.53,0,29.99,34.6325,-0.800509731,111,987.38171579,27.75,111,0,0,2.25,2,246.84542895,-0.91146916,86.75,2.0707964602,2.0666666667,0,,,unknown,false,0,aa,false,false
1062033,0,0,269.94,0,44.99,44.99,0.306329849,21,3164.0060179,3.5,21,0,0,9.5,9,527.33433632,1.1081682851,158.33333333,0.6183986371,0.6176470588,0,,town,yes,false,4,aa,true,false
1062039,125.2446962,108.66606814,185.87,115.14640746,29.03,61.956666667,0.3780840187,3,1482.3296905,1,3,2.6666666667,2,3.3333333333,3,494.10989684,-0.082645349,136.33333333,1.9637681159,1.9574468085,0,,rural,no,true,6,c,true,true
1062051,0,0,119.97,0,39.99,39.99,-0.355,0,164.59901379,0,0,0,0,0,0,54.866337928,-0.904058072,16.333333333,7.1666666667,6.5,0,,,yes,false,6,aa,true,true
1062064,0,0,349.95,0,69.99,69.99,0.7501875469,0,2040.8600326,0,0,0,0,21.4,25,408.17200652,8.1207198815,78.4,1.9473684211,1.9310344828,0,,suburban,yes,true,7,aa,true,false
1062069,0,0,961.1,0,159.99,160.18333333,1.2858979854,0,8764.6535367,0,0,0,0,7.6666666667,7,1460.7755894,2.3438024994,127,2.1618257261,2.1463414634,0,professional,suburban,yes,true,9,aa,true,false
1062078,111.59237013,98.768380999,326.92,104.01799992,59.99,81.73,-0.483030189,4,2055.0316171,1,4,0,0,2,2,513.75790427,-0.628239411,156.75,3.5434782609,3.5405405405,0,,,yes,false,5,aa,false,true
1062092,0,0,39.99,0,39.99,39.99,-0.516503446,0,243.91331907,0,0,0,0,0,0,243.91331907,-0.556117648,68,1.5185185185,1.5185185185,0,,,no,false,7,c,true,true
1062095,0,0,239.94,0,39.99,39.99,0,0,330.72614044,0,0,0,0,1.1666666667,1,55.121023406,-0.778550959,21.5,0.5925925926,0.6153846154,0,,suburban,yes,false,3,c,true,true
1062103,0,0,239.94,0,39.99,39.99,0,23,1223.0694994,3.8333333333,23,0,0,1,1,203.84491657,2.8454970997,28.166666667,0.8571428571,0.8125,0,,suburban,yes,false,5,aa,true,false
1062110,0,0,199.95,0,39.99,39.99,0,5,2078.0256027,1,5,0,0,0,0,415.60512053,0.9682432647,221.4,0.8667790894,0.8632478632,0,student,,no,true,1,b,true,false
1062125,0,0,299.95,0,59.99,59.99,0.5001250313,0,1338.9469019,0,0,0,0,4.6,4,267.78938038,-0.328668642,44.8,2.8620689655,2.8333333333,0,,suburban,unknown,false,0,de,false,true
1062135,0,0,109.98,0,54.99,54.99,-0.083347225,9,635.34873422,4.5,9,0.5,0,0,0,317.67436711,0.1887086023,107,2.1470588235,2.1428571429,0,retired,suburban,yes,false,6,aa,true,false
1062153,63.788848095,56.860435905,503.04,60.221697701,69.99,83.84,0.5273686125,0,5326.6979825,0,0,1.6666666667,2,4.6666666667,5,887.78299709,1.9725558951,238.16666667,1.2223950233,1.2222222222,0,,,yes,false,1,z,true,false
1062155,0,0,11.32,0,10,11.32,-0.86522205,0,259.94330022,0,0,2,2,2,2,259.94330022,-0.731962427,114,0.8095238095,0.8095238095,0,professional,town,yes,false,7,aa,true,true
1062168,107.0083703,93.709446792,569.53,103.36405322,84.99,94.921666667,7.1969964664,42,12558.003338,7,42,1,1,23.833333333,23,2093.0005563,6.4233787246,997.16666667,1.1322166785,1.13225058,0,,,unknown,false,0,z,false,false
1062169,13.924889604,12.331088515,193.08,12.969899733,59.99,64.36,-0.286668822,0,1875.0933159,0,0,6.3333333333,5,1,1,625.03110529,-0.683079361,194.33333333,4.2522522523,4.2777777778,1,,,unknown,false,0,de,false,true
1062176,44.401056902,44.401056902,57.29,44.401056902,49.99,57.29,-0.134461399,0,663.23602172,0,0,0,0,7,7,663.23602172,0.0845194283,170,1.1794871795,1.1794871795,0,,suburban,unknown,false,0,gy,false,false
1062193,0,0,479.94,0,79.99,79.99,0.3962297085,14,7199.7564,2.3333333333,14,1.6666666667,2,10.166666667,9,1199.9594,0.9127092123,430.83333333,0.9823619632,0.9826086957,0,,,unknown,false,8,aa,true,false
1062194,0,0,350.88,0,69.99,70.176,-0.125015627,5,4080.7972661,1,5,2.2,2,10.2,8,816.15945322,-0.387696809,323.2,1.3870014771,1.3875968992,0,,,unknown,false,0,b,false,true
1062211,28.418147077,28.418147077,50.07,28.418147077,39.99,50.07,-0.284612087,0,354.18190896,0,0,0,0,7,7,354.18190896,-0.544023148,126,1.625,1.625,0,,,unknown,false,6,de,true,true
1062212,21.257105905,17.896617625,642.13,19.592604067,94.99,107.02166667,1.196924306,23,6713.7650494,3.8333333333,23,5.6666666667,6,1.1666666667,1,1118.9608416,2.1738494086,532,2.5824915825,2.5838926174,0,,,yes,false,6,a,true,false
1062225,121.40030654,104.84309185,550.47,113.21681978,94.99,110.094,-0.011454545,0,7079.5180054,0,0,4.8,5,11.6,12,1415.9036011,0.2257296023,134.2,1.3058419244,1.298245614,2,,rural,no,false,6,aa,true,false
1062234,0,0,239.94,0,39.99,39.99,-0.632242045,6,169.84849779,1,6,0,0,6.6666666667,7,28.308082965,-0.980540233,27,2.6818181818,2.7142857143,0,professional,,yes,false,6,c,true,true
1062238,0,0,163.57,0,79.99,81.785,1.048012003,0,609.43521021,0,0,6.5,6,2,2,304.71760511,10.268898918,107.5,0.6929133858,0.6984126984,2,,,unknown,false,1,b,true,false
1062254,0,0,39.99,0,39.99,39.99,-0.511721612,0,28.501178319,0,0,0,0,1,1,28.501178319,-0.905672934,17,4.6666666667,4.6666666667,1,,,yes,false,7,a,true,true
1062264,0.2740642601,0.2264837484,263.13,0.249119324,49.99,52.626,0.3110777694,0,3791.4485728,0,0,0,0,4.4,4,758.28971456,24.45838205,338.6,0.6357487923,0.6363636364,1,crafts,suburban,no,true,5,aa,true,false
1062273,0,0,239.94,0,39.99,39.99,-0.237268739,0,943.07558029,0,0,0.5,1,0,0,157.17926338,-0.800290672,64.333333333,3.9487179487,3.9166666667,0,,,no,false,1,c,false,true
1062286,131.71187291,119.73326178,504.91,124.93744079,45.16,84.151666667,1.1537884471,0,3656.5509159,0,0,1,1,3.1666666667,3,609.42515264,3.0794284028,205.83333333,1.6109936575,1.6184210526,0,,,unknown,false,5,aa,true,false
1062287,0,0,79.98,0,39.99,39.99,-0.535701846,0,225.67484955,0,0,0,0,7.5,8,112.83742477,-0.807764983,60,1.2222222222,1.2222222222,0,clerical,,no,true,5,aa,true,true
1062297,0,0,239.94,0,39.99,39.99,0,6,1951.3954581,1,6,0,0,1,1,325.23257635,1.7352485236,133.5,1.9127272727,1.9090909091,0,,,unknown,false,3,aa,true,false
1062306,0,0,299.95,0,59.99,59.99,0.5001250313,0,2314.0006979,0,0,2.8,3,3,3,462.80013959,0.5574831074,162,1.0769230769,1.0731707317,0,,rural,unknown,false,3,aa,true,false
1062313,0,0,329.46,0,54.91,54.91,-0.08468078,22,3752.629301,3.6666666667,22,0,0,2.3333333333,3,625.43821683,0.2406471288,278,0.4800354925,0.4833333333,0,professional,,no,true,3,c,true,false
1062323,0,0,119.97,0,39.99,39.99,-0.271717356,0,2068.3827818,0,0,0,0,9.6666666667,10,689.46092728,0.2216740495,228.33333333,0.6193853428,0.62,0,clerical,,no,false,4,aa,true,false
1062333,0,0,44.99,0,44.99,44.99,0.1250312578,0,92.417670096,0,0,0,0,2,2,92.417670096,-0.874047303,35,4,4,2,retired,town,no,true,3,aa,true,true
1062339,64.377853901,54.562176855,315.93,57.315816224,39.99,52.655,0.2133807513,0,3529.5015492,0,0,1,1,7.1666666667,8,588.2502582,5.1057283289,229.5,0.9898843931,0.981981982,1,,,unknown,false,0,c,false,false
1062353,199.90799521,171.67899325,679.24,184.11006291,62.12,135.848,1.4002564572,53,6604.3369774,10.6,53,0,0,0,0,1320.8673955,1.3902070407,631.2,2.9107806691,2.9090909091,1,,,yes,true,4,b,true,false
1062364,0,0,39.99,0,39.99,39.99,-0.694802717,0,117.2404055,0,0,0,0,3,3,117.2404055,-0.913074079,42,1.4705882353,1.4705882353,1,,town,yes,false,9,aa,false,true
1062367,0,0,239.94,0,39.99,39.99,0,0,2.9438777011,0,0,0,0,0,0,0.4906462835,-0.995316904,0,,,0,,suburban,unknown,false,0,z,false,true
1062380,0,0,119.98,0,59.99,59.99,0.5001250313,0,830.71009195,0,0,0,0,5.5,5,415.35504597,798.0584542,182.5,0.3224637681,0.3219178082,0,,,no,false,6,aa,false,false
1062388,8.7069210512,7.539584232,320.55,7.9660306413,44.99,53.425,-0.086514419,0,1287.1906049,0,0,4.6666666667,5,0,0,214.53176748,-0.535792031,65.5,4.5352112676,4.6363636364,0,,suburban,unknown,false,5,c,false,true
1062401,0,0,137.03,0,10,34.2575,-0.379562044,0,209.24046325,0,0,0,0,4.75,5,52.310115811,-0.750557743,26.5,3.24,3.3333333333,0,,,yes,true,6,aa,true,true
1062412,110.15328298,96.870279424,388.05,104.53719101,34.2,64.675,0.9323529412,18,3207.296156,3,18,0,0,9.5,11,534.54935933,9.2791966676,240.16666667,1.5017361111,1.5,3.5,professional,rural,unknown,false,7,de,true,false
1062416,16.505553693,0,161.51,11.840317996,39.99,40.3775,-0.391019787,0,1944.5297421,0,0,0,0,4.25,4,486.13243553,-0.095405274,250.25,1.0386965377,1.0420168067,0,crafts,rural,no,true,2,b,true,true
1062431,0,0,9.68,0,4.84,4.84,-0.879030242,0,0,0,0,0,0,0,0,0,-1,0,,,0,,,unknown,false,9,z,true,true
1062443,146.28363056,130.77666959,243.12,137.21942916,47.49,81.04,15.212809917,8,1419.9013586,2.6666666667,8,2,2,5.6666666667,5,473.30045286,I,142.33333333,2.7130434783,2.7142857143,0,professional,town,yes,false,7,aa,true,false
1062445,0,0,239.94,0,39.99,39.99,-0.490378489,0,3314.1734992,0,0,1,1,4.6666666667,4,552.36224986,0.243746736,268.5,0.7285407725,0.7284768212,0,crafts,suburban,yes,true,9,aa,true,false
1062466,11.824183931,9.7429663016,61.04,11.060629045,7.58,12.208,-0.697674419,0,2987.1321801,0,0,0,0,9.6,9,597.42643601,0.1362842829,141,0.4242424242,0.4257425743,0,,,unknown,false,0,aa,false,false
1062473,115.04632005,100.15034692,519.57,108.38679517,53.58,86.595,6.264681555,29,5762.7090209,4.8333333333,29,0,0,5.6666666667,6,960.45150349,0.609762471,336.5,0.7435233161,0.7461928934,0,clerical,,no,false,4,c,true,false
1062492,27.247216254,24.115945084,214.71,26.173771115,39.99,42.942,-0.515655243,0,1853.5532303,0,0,0,0,2,2,370.71064606,-0.600316552,134.6,1.2891156463,1.2903225806,1.8,,,unknown,false,0,b,false,true
1062498,240.82275037,222.24511143,855.84,230.40983439,109.99,142.64,2.4094969441,46,13496.493435,7.6666666667,46,7.5,8,8.5,8,2249.4155726,4.4990314408,816,2.8130841121,2.8195121951,0,,suburban,yes,false,7,de,true,false
1062513,61.910876362,53.522070099,449.14,57.334024948,59.99,74.856666667,-0.473731384,12,7253.9704485,2,12,0.3333333333,0,14,12,1208.9950748,-0.438443553,749.16666667,0.8407043407,0.8406862745,0,,,unknown,false,0,z,false,false
1062514,0,0,134.97,0,44.99,44.99,-0.410585615,11,983.81370609,3.6666666667,11,1,1,2,2,327.93790203,-0.739660096,105.33333333,1.9811320755,1.9705882353,0,,,unknown,false,0,b,false,false
1062530,162.76399869,140.61814005,432.17,151.85403888,70.79,108.0425,1.3105134474,5,7544.685481,1.25,5,4,3,18,17,1886.1713702,4.4146792934,702.25,1.3805084746,1.3820224719,0,,,no,false,3,de,true,false
1062532,0,0,239.94,0,39.99,39.99,-0.615295815,0,539.41767084,0,0,0,0,17.166666667,17,89.902945141,-0.952729603,41.166666667,1.7752808989,1.8461538462,0,,,no,true,1,b,true,true
1062549,0,0,119.97,0,39.99,39.99,0,0,860.72528008,0,0,1,1,5.3333333333,5,286.90842669,2.542171009,101.33333333,4.6296296296,4.6111111111,1.3333333333,,,yes,true,6,aa,true,false
1062560,0,0,200.86,0,39.99,40.172,0,0,2040.7798491,0,0,0,0,4.6,4,408.15596982,0.3792330178,108.4,0.9781021898,0.9811320755,1,,suburban,unknown,false,0,aa,false,false
1062570,0,0,179.94,0,29.99,29.99,-0.250062516,0,5.9194196942,0,0,0,0,1,1,0.986569949,-0.997640677,2,1,1,0,,rural,unknown,false,0,c,false,true
1062581,21.417761016,18.706182575,249.16,20.216279008,44.99,49.832,0.7295765255,5,1873.6566713,1,5,3,3,0,0,374.73133426,414.6051429,61.6,1.9902912621,2,0,,suburban,unknown,false,0,de,true,false
1062590,324.17243533,279.62960192,566.63,294.26155014,10,94.438333333,0.7875457875,0,5834.3597907,0,0,1.6666666667,1,7.5,6,972.39329845,1.5227638092,269.66666667,2.9852216749,2.9852941176,3.8333333333,,,no,false,0,z,false,false
1062597,0,0,291.72,0,48.62,48.62,-0.475625539,42,2862.8721427,7,42,2,2,1,1,477.14535711,-0.523496502,200.33333333,1.2425373134,1.2413793103,0,,suburban,no,true,8,z,false,false
1062608,170.00504101,143.99709696,618.42,156.11742831,59.99,103.07,1.1022213081,0,5170.7672557,0,0,1,1,17.666666667,16,861.79454262,0.9142929854,332,2.6685082873,2.6595744681,0,,,no,false,3,gy,false,false
1062612,0,0,79.98,0,39.99,39.99,-0.608746698,0,291.5645234,0,0,0,0,7.5,8,145.7822617,-0.833025462,99,1.6756756757,1.6578947368,0,,,unknown,false,0,z,false,true
1062623,0,0,139.98,0,69.99,69.99,0.7501875469,4,1863.7520953,2,4,0,0,10,9,931.87604763,5.3094335583,209.5,1.2896174863,1.2934782609,0,professional,,yes,false,6,aa,true,false
1062633,34.448631781,29.596890062,296.38,32.152134165,39.99,49.396666667,-0.263751965,0,1787.842581,0,0,0.6666666667,1,1,1,297.9737635,-0.68913607,42.5,0.9465648855,0.9523809524,8.1666666667,,,unknown,false,0,gy,false,true
1062641,18.975062254,16.759142604,30.77,17.867102429,10,15.385,-0.711042111,0,587.81758602,0,0,0,0,5.5,5,293.90879301,0.0707639383,89.5,3.1627906977,3.1304347826,0,,rural,yes,false,6,aa,true,false
1062656,0,0,239.94,0,39.99,39.99,1.6856950974,0,470.56977235,0,0,0,0,2,2,78.428295392,-0.766203938,27.333333333,1.8275862069,1.7777777778,0,,,unknown,false,8,b,true,true
1062663,153.66497499,153.66497499,119.42,153.66497499,69.99,119.42,1.9862465616,7,990.58132675,7,7,3,3,5,5,990.58132675,12.563246241,300,1.7027027027,1.7027027027,1,,suburban,no,false,6,de,true,false
1062672,157.44006501,157.3439401,188.51,157.39200256,38.7,94.255,-0.214369452,12,3785.3187396,6,12,0,0,22,21,1892.6593698,0.9442595819,510,0.4613180516,0.461971831,0,,,unknown,false,0,b,false,false
1062682,57.908034371,53.908199893,299.16,55.839792567,39.99,49.86,-0.484438286,26,2439.5515759,4.3333333333,26,0,0,6.1666666667,6,406.59192931,-0.787292171,142.83333333,2.1507352941,2.1304347826,0,professional,,yes,true,9,aa,true,false
1062688,0,0,119.97,0,39.99,39.99,-0.173247881,0,0,0,0,0,0,0,0,0,-1,0,,,0,,town,unknown,false,7,aa,false,true
1062699,0,0,38.18,0,14.88,19.09,-0.51587897,0,13.923081107,0,0,0,0,0,0,6.9615405533,I,0,,,0,,suburban,unknown,false,8,aa,true,true
1062703,19.785270514,0,523.06,9.7072737914,86.16,87.176666667,3.4504132231,63,10156.086204,10.5,63,0,0,7.6666666667,7,1692.681034,227.20419275,358,1.6518518519,1.6496350365,0,,suburban,unknown,false,0,a,false,false
1062723,0,0,134.97,0,44.99,44.99,-0.477831941,0,683.36733023,0,0,0,0,6,6,227.78911008,-0.872474034,70,2.0882352941,2.0909090909,0,,suburban,unknown,false,0,de,false,true
1062732,0,0,59.99,0,59.99,59.99,0.3334074239,0,364.25150583,0,0,0,0,1,1,364.25150583,0.6622950074,99,1.8285714286,1.8285714286,0,,suburban,unknown,false,1,de,true,false
1062744,0,0,181.23,0,29.99,30.205,-0.500083347,0,294.66889828,0,0,0,0,1,1,49.111483046,-0.866091513,22.833333333,1.4909090909,1.5555555556,0,professional,suburban,no,true,3,c,true,true
1062749,15.10137198,13.165924053,142.15,14.294371611,39.99,47.383333333,0.585195065,0,923.50536936,0,0,2,2,1.6666666667,2,307.83512312,4.9721896603,56.666666667,2.8636363636,2.8571428571,0,,suburban,yes,false,6,c,true,false
1062756,12.085268752,10.898180328,80.73,11.629751463,10,13.455,-0.708666386,11,1320.1183706,1.8333333333,11,0,0,1,1,220.01972843,-0.261336872,93.5,2.3392857143,2.3703703704,0,,,unknown,false,9,aa,false,true
1062766,0,0,239.94,0,39.99,39.99,1.8873646209,0,896.69085746,0,0,0,0,1,1,149.44847624,-0.263637079,67.5,1.7551020408,1.7307692308,0,self-employed,town,no,false,6,a,false,true
1062783,0.7927798359,0.7134740507,127.99,0.7642371764,39.99,42.663333333,0.087271818,60,1175.4715933,20,60,0,0,4.6666666667,5,391.82386444,1.4519784069,190,1.375,1.3797468354,0,crafts,town,yes,true,6,aa,true,false
1062785,5.0673129757,4.350771406,258.24,4.5554862958,36.28,43.04,-0.047608096,30,3235.7127718,5,30,0,0,7.6666666667,9,539.28546197,0.4685494451,275.83333333,1.0232273839,1.0208333333,8.3333333333,,rural,unknown,false,0,de,false,false
1062803,0,0,359.94,0,59.99,59.99,0.4486838928,0,3212.9027268,0,0,4.6666666667,5,3.8333333333,4,535.48378779,0.0149970399,204.33333333,5.6630434783,5.696969697,0,,,unknown,false,0,gy,false,false
1062812,0,0,431.42,0,69.99,71.903333333,0.2018669778,0,2606.5764106,0,0,2.5,3,3.1666666667,3,434.42940177,-0.255562625,136.83333333,0.6962809917,0.7,0,,,unknown,false,0,b,true,true
1062815,50.660431405,50.660431405,84.22,50.660431405,69.99,84.22,0.1680998613,2,710.17162793,2,2,2,2,4,4,710.17162793,0.6473420183,228,3.2222222222,3.2222222222,0,,suburban,unknown,false,0,gy,false,false
1062824,141.79247729,122.7596074,644.8,132.84567588,59.99,107.46666667,0.2656138684,129,11063.298415,21.5,129,0,0,30.666666667,32,1843.8830691,1.4909777242,308.66666667,1.0130434783,1.0136054422,0,clerical,suburban,yes,false,6,de,true,false
1062829,0,0,159.96,0,39.99,39.99,-0.624824092,55,1171.7438026,13.75,55,0,0,0,0,292.93595064,-0.834991783,81.5,0.5450236967,0.5471698113,0,,town,unknown,false,0,b,false,false
1062840,39.166440017,35.437926412,143.2,37.302183215,33.74,71.6,0.8197049262,16,1255.5879867,8,16,1,1,6,6,627.79399337,1.2189696447,233.5,0.8531746032,0.8538461538,1,,,no,false,2,aa,false,false
1062850,0,0,79.98,0,39.99,39.99,-0.450460355,2,749.06640271,1,2,1,1,1,1,374.53320135,-0.410156036,81.5,2.1960784314,2.1923076923,0,professional,suburban,no,false,4,c,true,true
1062861,0,0,79.98,0,39.99,39.99,0,13,721.63826646,6.5,13,0,0,8.5,9,360.81913323,-0.106202177,81.5,1.8596491228,1.8518518519,0,,suburban,no,false,1,aa,true,false
1062872,8.7841278655,7.6418740874,628.96,7.9375370349,58.62,104.82666667,1.7436859215,65,8578.088218,10.833333333,65,1.1666666667,1,35,35,1429.6813697,3.0700565356,402.5,0.7576419214,0.7578475336,5.8333333333,,,unknown,false,3,aa,true,false
1062880,0,0,316.56,0,42.99,52.76,-0.512121764,20,1567.7944803,3.3333333333,20,0.3333333333,1,2,2,261.29908004,-0.814871102,131.83333333,1.4565217391,1.4528301887,1,,,unknown,false,0,de,false,false
1062892,0,0,60.1,0,10,10.016666667,-0.813188866,0,1041.9997265,0,0,0,0,3.8333333333,4,173.66662109,-0.319492832,39.5,5.0769230769,5.5,0,,,unknown,false,0,aa,false,true
1062900,14.26013829,13.539962257,72.55,13.900050273,29.49,36.275,2.693,2,777.93929642,1,2,0,0,3,3,388.96964821,1.1804379809,110,2.4920634921,2.4838709677,0.5,,,no,true,4,b,true,false
1062903,38.647188021,0,369.76,30.716989657,59.99,61.626666667,0.6810181424,0,6501.9300008,0,0,1,1,15.666666667,18,1083.6550001,1.8177403982,490.33333333,0.6801827527,0.6793103448,0,,town,unknown,false,4,b,false,false
1062916,0,0,44.51,0,44.51,44.51,-0.283021907,0,158.34977734,0,0,0,0,1,1,158.34977734,-0.852803037,42,1.3333333333,1.3333333333,0,,,no,false,6,aa,true,true
1062920,61.754850139,54.161352026,360.39,59.195015918,25.07,60.065,0.3623904741,0,877.91516676,0,0,2.3333333333,2,3.1666666667,3,146.31919446,-0.171399228,87.166666667,1.1174089069,1.1081081081,0,,,unknown,false,3,c,true,true
1062935,11.370485379,0,160.1,5.4938382866,39.83,40.025,-0.343172823,4,1634.2052717,1,4,0,0,3,3,408.55131791,2.0927173829,103,1.7466666667,1.7567567568,0,professional,,yes,false,6,aa,true,false
1062947,0,0,419.94,0,69.99,69.99,0.7572181773,0,347.94155806,0,0,0.6666666667,1,1,1,57.990259677,-0.855992847,5.6666666667,I,I,0,,suburban,yes,false,9,aa,true,true
1062951,24.472172654,21.159417317,349.73,23.049778143,67.03,69.946,0.0495785112,0,4789.5129781,0,0,3,3,5.6,6,957.90259562,15.282703749,321.8,2.5755555556,2.5842696629,0,,town,yes,false,8,c,true,false
1062960,0,0,239.94,0,39.99,39.99,-0.455622107,0,345.76039731,0,0,0,0,1,1,57.626732884,-0.937970129,20.333333333,3.5185185185,3.2,0,professional,suburban,yes,false,6,aa,true,true
1062970,0,0,269.94,0,44.99,44.99,0.1250312578,0,1287.606564,0,0,1.6666666667,1,1.8333333333,1,214.601094,2.3664776903,66.166666667,1.1229946524,1.1379310345,0,,rural,unknown,false,0,z,false,false
1062987,3.1263556135,2.735537673,67.43,2.9146262588,10,13.486,-0.689486553,13,1681.010237,2.6,13,2.6,3,6.4,6,336.2020474,0.5716471904,169.6,0.6792079208,0.6808510638,0,,,unknown,false,0,b,false,false
1062996,0,0,239.94,0,39.99,39.99,1.8625626342,0,447.19132146,0,0,0,0,0,0,74.53188691,-0.751314903,29.166666667,0.6666666667,0.6666666667,0,professional,,yes,true,9,aa,true,true
1063009,20.33834637,18.599669688,119.51,19.433232423,29.99,39.836666667,0.0067516879,0,524.11918457,0,0,1,1,1,1,174.70639486,1.2154074532,14.333333333,1.8666666667,1.8,0,,,unknown,false,0,c,false,false
1063020,0,0,240.44,0,39.99,40.073333333,-0.006706408,0,825.14729174,0,0,1.8333333333,2,2,2,137.52454862,-0.127950805,30.833333333,1.4342105263,1.4285714286,0,,,unknown,false,0,de,false,true
1063025,98.962126166,86.110636896,183.5,94.090897609,39.99,61.166666667,0.5463865966,3,1550.3420562,1,3,1,1,5.6666666667,6,516.78068539,2.619718119,123,0.5569620253,0.5542168675,0,,suburban,no,true,6,z,true,false
1063030,0,0,60.51,0,10,10.085,-0.837807245,0,32.908806402,0,0,0,0,0,0,5.4848010671,-0.989646122,5,I,I,0,professional,,yes,false,7,a,true,true
1063040,0,0,419.94,0,69.99,69.99,5.9780658026,0,2002.9294082,0,0,0,0,0,0,333.82156804,58.959767593,78.833333333,0.8995983936,0.9047619048,3.8333333333,,rural,yes,false,6,aa,false,false
1063045,0,0,79.98,0,39.99,39.99,-0.428632662,0,54.608220176,0,0,0,0,0,0,27.304110088,-0.916794795,4,3,3,0,,rural,no,false,1,aa,true,true
1063063,0.2574811207,0.2282627492,211.99,0.2432265969,39.99,42.398,0.0297574394,0,1060.6765125,0,0,2.6,3,2,2,212.1353025,6.400583156,65.6,1.1578947368,1.1333333333,0,professional,suburban,yes,true,4,aa,true,false
1063075,0,0,239.94,0,39.99,39.99,-0.028897523,6,2099.9801675,1,6,1,1,6.6666666667,7,349.99669459,0.6323120754,140.33333333,2.3412698413,2.3170731707,0,,,no,false,7,b,true,false
1063080,337.22601637,306.17182586,326.58,321.69892112,84.99,163.29,3.0017504376,46,6552.8548032,23,46,0,0,40.5,41,3276.4274016,9.3231789366,791.5,0.5309477756,0.5307971014,0,,,unknown,false,0,gy,false,false
1063096,0,0,51.39,0,10,10.278,-0.935387115,0,0,0,0,0,0,0,0,0,-1,0,,,0,,,unknown,true,3,de,true,true
1063111,0.5355000415,0.4560806101,258.88,0.4913938991,29.99,43.146666667,3.2456479691,13,2595.0213139,2.1666666667,13,0,0,4,4,432.50355232,I,201,0.5382653061,0.5378787879,0,professional,town,yes,true,6,aa,true,false
1063113,0,0,56.88,0,10,14.22,-0.672665148,0,962.05880992,0,0,3.5,4,2,2,240.51470248,-0.446942138,96.75,8.9230769231,8.7,1,,suburban,yes,true,9,a,true,true
1063121,48.064504485,41.955729723,94.72,45.010117104,39.99,47.36,2.3375086987,0,974.29366629,0,0,0,0,0,0,487.14683314,1.095833497,172.5,1.1036585366,1.1058823529,0,,,no,false,3,b,true,false
1063123,0,0,60.65,0,10,10.108333333,-0.786280234,0,379.72170109,0,0,0,0,2.3333333333,3,63.286950181,-0.865125019,35.5,0.5434782609,0.56,0,clerical,suburban,yes,true,7,aa,true,true
1063143,64.013810125,56.488385906,92.56,60.251098016,39.99,46.28,3.3014634146,24,1038.0319257,12,24,0,0,3,3,519.01596283,6.8081790198,216.5,2.9724770642,2.9642857143,0,,rural,yes,true,7,aa,true,false
1063149,715.68056509,608.21319621,1521.54,664.24241777,33.78,253.59,4.785438875,6,7057.8171373,1,6,0,0,2.8333333333,3,1176.3028562,0.8829264337,249.16666667,0.9290322581,0.9272727273,0,,,no,false,6,b,true,false
1063168,0,0,199.95,0,39.99,39.99,-0.843225655,0,812.08214971,0,0,0,0,1,1,162.41642994,-0.847241216,29.2,6.3,6,0,professional,town,yes,true,7,b,true,true
1063173,9.605972545,8.0120204294,288.4,8.5278515096,40.07,48.066666667,0.1620405101,6,2177.0991146,1,6,0,0,5.6666666667,6,362.84985244,1.3054957449,107.33333333,0.6512820513,0.6507936508,0,,,unknown,false,7,z,true,false
1063195,0,0,62.18,0,29.99,31.09,-0.309231762,0,31.853509921,0,0,0,0,0,0,15.92675496,-0.952792617,4,1,1,2,self-employed,,yes,false,5,b,true,true
